time,can0_MO_Drehzahl_01 [Unit_MinutInver]
136.6570119857788,1475.0
136.667377948761,1476.5
136.6770100593567,1478.5
136.68676090240479,1481.0
136.696937084198,1480.5
136.70726108551025,1479.5
136.71701192855835,1481.5
136.72701382637024,1481.0
136.73701882362366,1478.5
136.74711203575134,1477.5
136.7571361064911,1477.0
136.7674000263214,1476.0
136.7770071029663,1474.0
136.78713703155518,1472.5
136.7970712184906,1474.5
136.8073811531067,1476.5
136.8170189857483,1476.0
136.82664012908936,1475.0
136.83701992034912,1475.0
136.84701490402222,1476.5
136.85676908493042,1478.5
136.86757707595825,1480.0
136.87701296806335,1486.0
136.88701391220093,1489.0
136.89677214622498,1487.5
136.90646600723267,1486.0
136.9170172214508,1484.0
136.92701315879822,1482.5
136.93675899505615,1480.5
136.94702410697937,1478.5
136.95713210105896,1481.5
136.9670112133026,1484.5
136.97700715065002,1484.5
136.98701810836792,1484.0
136.9970371723175,1484.5
137.0073790550232,1486.5
137.01701402664185,1487.5
137.0271360874176,1487.5
137.0371332168579,1491.5
137.04701709747314,1496.0
137.0567638874054,1496.0
137.06764125823975,1496.0
137.0770082473755,1496.0
137.08701610565186,1495.0
137.09681797027588,1493.5
137.10706400871277,1492.0
137.11700987815857,1494.5
137.12701106071472,1497.0
137.13701105117798,1495.5
137.14701914787292,1495.0
137.15713620185852,1493.5
137.16800904273987,1492.5
137.17701315879822,1492.0
137.1870150566101,1492.5
137.19701886177063,1496.5
137.20738887786865,1500.5
137.21762990951538,1501.0
137.2275049686432,1502.0
137.23713207244873,1503.0
137.24701690673828,1503.5
137.2565140724182,1502.0
137.26767110824585,1500.0
137.27699899673462,1503.5
137.28701305389404,1507.5
137.29676389694214,1507.5
137.3072600364685,1505.5
137.3170120716095,1503.5
137.32701802253723,1502.5
137.33651399612427,1501.0
137.34701204299927,1499.5
137.357262134552,1502.0
137.36801314353943,1504.0
137.37701416015625,1503.0
